Table Name,Column Name,Data Type,Sensitivity Level,Example Values
Finance,InvestmentValue,DECIMAL,Confidential,90381.23
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB90QERR60774609886917
Employee,Address,TEXT,Private,"76862 Nancy Landing Suite 837
West Michaelland, GU 80877"
Healthcare,EmergencyContact,TEXT,Private,Tara Charles
Employee,JobTitle,TEXT,Private,Candidate something.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB51EZDO43286712063555
Employee,FullName,TEXT,Private,Micheal Price DVM
Employee,Age,INT,Private,61
Employee,Email,TEXT,Private,krystal83@example.org
Healthcare,Prescription,TEXT,Confidential,Life today ever sit.
Healthcare,MedicalHistory,TEXT,Confidential,Now enjoy cup.
Employee,Age,INT,Private,49
Sales,CustomerFeedback,TEXT,Public,Report among.
Employee,EmployeeID,TEXT,Private,Close then much.
Healthcare,Diagnosis,TEXT,Confidential,Side campaign.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB61BYOP97828005476166
ITSecurity,APIKey,TEXT,Secret,f90e56403527e58dfa21556106bf4599
Finance,InvestmentValue,DECIMAL,Confidential,5965.59
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB72NSZC67761623424604
Healthcare,EmergencyContact,TEXT,Private,Patricia Potter
Healthcare,Prescription,TEXT,Confidential,Last treatment sell.
Finance,TaxID,TEXT,Secret,GB03OPOP67930991896709
Healthcare,MedicalHistory,TEXT,Confidential,Dinner soldier.
Employee,ManagerName,TEXT,Private,Candace Turner
ITSecurity,PasswordHash,TEXT,Secret,d28339009af4cd834fbd85eb4a3c07e34859a13d2d4316d1dbfdc6cd6ec968dc
Finance,CreditCardNumber,TEXT,Secret,GB94TSAJ14049618301883
Employee,FullName,TEXT,Private,Amy Williams
Healthcare,Diagnosis,TEXT,Confidential,Blue figure eye.
Employee,Department,TEXT,Private,Gas receive.
Sales,DiscountCoupons,TEXT,Public,Lead hotel finish.
Employee,Department,TEXT,Private,Realize purpose top.
Healthcare,MedicalHistory,TEXT,Confidential,Movement worry sell.
Finance,LoanAmount,DECIMAL,Confidential,43270.14
ITSecurity,SessionToken,TEXT,Secret,14247982-5e40-4115-bb9c-c294d4217a6f
Employee,JobTitle,TEXT,Private,Guess understand.
Healthcare,Prescription,TEXT,Confidential,Suddenly any simply.
Finance,BankAccountNumber,TEXT,Confidential,GB50ONXX06106984621734
Employee,Department,TEXT,Private,Light discover.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB45PWDH68860592104269
Sales,OrderHistory,TEXT,Public,Watch government.
Employee,EmployeeID,TEXT,Private,Action down air.
Finance,LoanAmount,DECIMAL,Confidential,2772.26
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB39YEXF45054587617780
ITSecurity,SessionToken,TEXT,Secret,cff4ead5-6d69-4874-8861-050c266b9582
Employee,DateOfBirth,DATE,Private,2017-05-08
Finance,CreditCardNumber,TEXT,Secret,GB05PCEL14250650691648
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB15VLHQ49676554758586
ITSecurity,APIKey,TEXT,Secret,6cdc1dffd2c52abbc917051ae8edea3e
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB66BGFO24781969900411
Employee,ManagerName,TEXT,Private,Robin Hernandez
Employee,EmployeeID,TEXT,Private,During center.
Employee,ManagerName,TEXT,Private,Stacey Garrett
Healthcare,MedicalHistory,TEXT,Confidential,Land key student.
Healthcare,Prescription,TEXT,Confidential,Region weight.
Healthcare,Diagnosis,TEXT,Confidential,Approach what buy.
Employee,ManagerName,TEXT,Private,Jenna Gonzalez
Healthcare,MedicalHistory,TEXT,Confidential,Half put just.
Sales,LoyaltyPoints,INT,Private,45
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB61AHTJ48701399194433
Employee,Gender,TEXT,Private,male
Employee,Email,TEXT,Private,reynoldsjeffrey@example.com
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,Diagnosis,TEXT,Confidential,Floor tell action.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,EmployeeID,TEXT,Private,Lot else oil value.
Finance,BankAccountNumber,TEXT,Confidential,GB16MLEU17915192260860
Employee,Salary,DECIMAL,Confidential,83236.82
Employee,PhoneNumber,TEXT,Private,321-600-8231x94261
Sales,OrderHistory,TEXT,Public,Return already.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB20SJAA63505241029750
Sales,OrderHistory,TEXT,Public,Step heart notice.
ITSecurity,APIKey,TEXT,Secret,725a87356d9f22dc1598db3d5fec3fae
Finance,InvestmentValue,DECIMAL,Confidential,18914.21
Finance,CreditCardNumber,TEXT,Secret,GB44SVAU15236370226149
Sales,CustomerFeedback,TEXT,Public,Ready information.
Employee,EmployeeID,TEXT,Private,Door him product.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB02GFAE46929607463740
Employee,Salary,DECIMAL,Confidential,45311.26
Employee,Address,TEXT,Private,"5368 James Ridges
Lake Jeffreyport, VA 68266"
Employee,Salary,DECIMAL,Confidential,12909.59
Employee,Age,INT,Private,26
Employee,EmployeeID,TEXT,Private,Thank catch machine.
ITSecurity,PasswordHash,TEXT,Secret,7533cc06d894a8ddc3010d0f85e694090c26779bc5dbcfc7cc83b65b27ec87d4
Employee,Salary,DECIMAL,Confidential,53482.51
Employee,DateOfBirth,DATE,Private,1972-03-08
Employee,Gender,TEXT,Private,male
Finance,CreditCardNumber,TEXT,Secret,GB86ADXF41946278457213
Finance,TaxID,TEXT,Secret,GB88LIIV37185927434007
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB50RGFW63744786916257
Employee,EmployeeID,TEXT,Private,Condition ground.
Healthcare,MedicalHistory,TEXT,Confidential,Month shoulder.
ITSecurity,PasswordHash,TEXT,Secret,34eeadeaa6123c4410ec7ede5e618a9766ab88d413e5f3cdf459c5f901ae9a83
Finance,CompanyBudget,DECIMAL,Confidential,85563.78
Finance,InvestmentValue,DECIMAL,Confidential,34178.33
Finance,BankAccountNumber,TEXT,Confidential,GB10MENL74235128844459
Finance,TaxID,TEXT,Secret,GB09FKMI81263250264093
Employee,Department,TEXT,Private,Close woman develop.
Sales,CustomerFeedback,TEXT,Public,Recently worker cup.
Sales,DiscountCoupons,TEXT,Public,Personal really.
Employee,Age,INT,Private,100
Healthcare,EmergencyContact,TEXT,Private,Alexis Jackson
ITSecurity,APIKey,TEXT,Secret,69780e7f3c1d41a3236b38660524e9bd
ITSecurity,LoginAttempts,INT,Private,78
Employee,Email,TEXT,Private,ortizlinda@example.com
Sales,FavoriteProducts,TEXT,Public,Class usually.
ITSecurity,SessionToken,TEXT,Secret,bb1e4e11-1f5a-4fe5-8518-b75999b2e105
Finance,LoanAmount,DECIMAL,Confidential,62694.49
Healthcare,Diagnosis,TEXT,Confidential,Above political boy.
Healthcare,Diagnosis,TEXT,Confidential,Allow bed direction.
ITSecurity,LoginAttempts,INT,Private,46
Finance,InvestmentValue,DECIMAL,Confidential,28529.94
Employee,Salary,DECIMAL,Confidential,59649.87
Sales,FavoriteProducts,TEXT,Public,Reality case car.
Sales,CustomerFeedback,TEXT,Public,Figure direction.
Employee,Salary,DECIMAL,Confidential,11711.39
Finance,InvestmentValue,DECIMAL,Confidential,79508.78
Finance,TaxID,TEXT,Secret,GB62LNQU58113963056877
Finance,LoanAmount,DECIMAL,Confidential,98355.05
Employee,Email,TEXT,Private,william18@example.com
Finance,TaxID,TEXT,Secret,GB72YKCO01734257058775
Sales,LoyaltyPoints,INT,Private,32
Employee,FullName,TEXT,Private,Jennifer Hood
Finance,TaxID,TEXT,Secret,GB49QRHK23087865620799
Healthcare,Prescription,TEXT,Confidential,Personal.
Sales,OrderHistory,TEXT,Public,Make well doctor.
Sales,FavoriteProducts,TEXT,Public,A security put note.
Employee,Age,INT,Private,56
Healthcare,Prescription,TEXT,Confidential,Late and somebody.
Employee,ManagerName,TEXT,Private,Jaime Horton
Employee,EmployeeID,TEXT,Private,Control interesting.
ITSecurity,LoginAttempts,INT,Private,30
Employee,Department,TEXT,Private,Less data above.
Employee,Age,INT,Private,21
Finance,InvestmentValue,DECIMAL,Confidential,35567.79
Employee,Email,TEXT,Private,spencer22@example.net
Employee,PhoneNumber,TEXT,Private,2039711038
Employee,EmployeeID,TEXT,Private,Accept them with.
Employee,Gender,TEXT,Private,female
Employee,Email,TEXT,Private,hernandezstephen@example.org
Employee,Gender,TEXT,Private,male
Healthcare,Prescription,TEXT,Confidential,Site source make.
Employee,Department,TEXT,Private,Can analysis.
Employee,Age,INT,Private,91
Sales,LoyaltyPoints,INT,Private,98
ITSecurity,SessionToken,TEXT,Secret,38db779a-e421-4db6-bfcd-123d7d5ef3ca
ITSecurity,PasswordHash,TEXT,Secret,52aeca0d6e09f99a1232bab0a82c0597ddc83af1cfbb6686a2c5990c68e2503e
Finance,BankAccountNumber,TEXT,Confidential,GB51MTYI54390279127647
Employee,Age,INT,Private,75
Employee,Department,TEXT,Private,Pick small tax.
Sales,FavoriteProducts,TEXT,Public,Test threat surface.
Employee,Age,INT,Private,96
Employee,JobTitle,TEXT,Private,Continue art.
Sales,FavoriteProducts,TEXT,Public,Financial stop.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB05NAHL86275576300946
Employee,Gender,TEXT,Private,female
Sales,LoyaltyPoints,INT,Private,37
ITSecurity,APIKey,TEXT,Secret,9fa91a1c26681a9a4a785c6f662f30b2
Sales,OrderHistory,TEXT,Public,Challenge together.
Finance,CreditCardNumber,TEXT,Secret,GB42XYTC72046154634120
ITSecurity,APIKey,TEXT,Secret,53dd4333ac6f00d1a71ff2e7f7bb8c23
Sales,LoyaltyPoints,INT,Private,24
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB96QSDA04765216137271
Employee,Email,TEXT,Private,jacksonvaughan@example.com
Employee,Salary,DECIMAL,Confidential,44929.83
Finance,LoanAmount,DECIMAL,Confidential,6851.11
Employee,Department,TEXT,Private,Why answer make.
Sales,CustomerFeedback,TEXT,Public,Fall water add.
Employee,JobTitle,TEXT,Private,Economy there that.
Healthcare,EmergencyContact,TEXT,Private,Christopher Vega
Sales,OrderHistory,TEXT,Public,Pattern event too.
Employee,Department,TEXT,Private,Team keep hundred.
Sales,DiscountCoupons,TEXT,Public,Knowledge present.
Employee,JobTitle,TEXT,Private,Fill religious.
Sales,FavoriteProducts,TEXT,Public,Interesting assume.
Healthcare,MedicalHistory,TEXT,Confidential,Hour past consumer.
Sales,FavoriteProducts,TEXT,Public,Budget should fear.
Employee,Salary,DECIMAL,Confidential,79285.71
ITSecurity,PasswordHash,TEXT,Secret,c7494aab7adb44182c34a5927efe34b9c6fc1c498fea0e36526cd6a2652db932
ITSecurity,SessionToken,TEXT,Secret,5ca3efcb-a29a-458e-9e7f-53e65b7c0337
Employee,Email,TEXT,Private,aallen@example.net
Healthcare,Diagnosis,TEXT,Confidential,From have north.
Employee,PhoneNumber,TEXT,Private,620-499-2830
Employee,Salary,DECIMAL,Confidential,7341.31
Employee,Department,TEXT,Private,Compare have.
ITSecurity,APIKey,TEXT,Secret,6cc4bb3e2fd3f327e4a108e61255f20f
Employee,Address,TEXT,Private,"09285 Teresa Lane
Port Michael, VA 61166"
Sales,OrderHistory,TEXT,Public,Country certainly.
Finance,InvestmentValue,DECIMAL,Confidential,10191.93
Finance,BankAccountNumber,TEXT,Confidential,GB18ULBC64086081043833
Sales,LoyaltyPoints,INT,Private,53
Finance,InvestmentValue,DECIMAL,Confidential,46159.62
Finance,InvestmentValue,DECIMAL,Confidential,86696.79
ITSecurity,LoginAttempts,INT,Private,75
Healthcare,EmergencyContact,TEXT,Private,Caitlyn Matthews
Sales,OrderHistory,TEXT,Public,Just physical.
Finance,CreditCardNumber,TEXT,Secret,GB04MUZA30536263419829
Employee,ManagerName,TEXT,Private,Kelly Curtis
ITSecurity,LoginAttempts,INT,Private,68
Healthcare,Diagnosis,TEXT,Confidential,Important indeed.
Sales,OrderHistory,TEXT,Public,Drug blood kind hot.
ITSecurity,LoginAttempts,INT,Private,30
Employee,Department,TEXT,Private,Apply term alone.
Healthcare,Diagnosis,TEXT,Confidential,Provide me foot.
Finance,CompanyBudget,DECIMAL,Confidential,79718.59
Sales,CustomerFeedback,TEXT,Public,Between admit black.
Employee,EmployeeID,TEXT,Private,Vote number history.
Healthcare,Diagnosis,TEXT,Confidential,Item Mr chance.
Healthcare,MedicalHistory,TEXT,Confidential,Window during why.
Employee,Department,TEXT,Private,Back sea very his.
Employee,Salary,DECIMAL,Confidential,2823.9
Employee,JobTitle,TEXT,Private,Control just nice.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB84WRDU50984188573870
Employee,Salary,DECIMAL,Confidential,6660.82
ITSecurity,SessionToken,TEXT,Secret,704f76e4-6abd-488b-86aa-659c702f9021
Healthcare,Prescription,TEXT,Confidential,Energy reveal.
Employee,ManagerName,TEXT,Private,James Cooper
Sales,LoyaltyPoints,INT,Private,95
Finance,BankAccountNumber,TEXT,Confidential,GB21BIMW82376239616000
Employee,JobTitle,TEXT,Private,Interesting or girl.
ITSecurity,LoginAttempts,INT,Private,62
Finance,TaxID,TEXT,Secret,GB87JPVD80019326516467
Finance,TaxID,TEXT,Secret,GB57YVIS61089054398695
Healthcare,EmergencyContact,TEXT,Private,Jessica Jackson
ITSecurity,APIKey,TEXT,Secret,68f5ebd8b00f4b93e23f7b8294788168
Finance,BankAccountNumber,TEXT,Confidential,GB71EGIT69913213109971
Healthcare,Prescription,TEXT,Confidential,Set himself movie.
Healthcare,Prescription,TEXT,Confidential,Full just any.
Healthcare,Diagnosis,TEXT,Confidential,Tonight factor.
Sales,CustomerFeedback,TEXT,Public,Can century walk.
Employee,ManagerName,TEXT,Private,Theresa Santiago
Healthcare,Diagnosis,TEXT,Confidential,Stock my expert.
Finance,BankAccountNumber,TEXT,Confidential,GB63GLHR48073630849044
ITSecurity,APIKey,TEXT,Secret,d5dfabea1441ece5982ceab8825f0dc5
ITSecurity,LoginAttempts,INT,Private,58
Healthcare,Diagnosis,TEXT,Confidential,Audience lose final.
Sales,DiscountCoupons,TEXT,Public,Entire talk head.
Sales,CustomerFeedback,TEXT,Public,The word rock meet.
Finance,InvestmentValue,DECIMAL,Confidential,23226.74
ITSecurity,SessionToken,TEXT,Secret,98578e7c-4add-4f70-aca2-03b14628acd2
Employee,DateOfBirth,DATE,Private,2018-12-24
Finance,CreditCardNumber,TEXT,Secret,GB38QIJB23776352939078
Employee,PhoneNumber,TEXT,Private,001-320-544-9480x969
ITSecurity,LoginAttempts,INT,Private,21
Employee,PhoneNumber,TEXT,Private,2646560886
Employee,Email,TEXT,Private,anthonywright@example.com
Sales,FavoriteProducts,TEXT,Public,Sister hit star.
Healthcare,EmergencyContact,TEXT,Private,Dean Cline
Healthcare,Diagnosis,TEXT,Confidential,Data consumer.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB20TSIG20720913956328
Finance,LoanAmount,DECIMAL,Confidential,39862.28
Employee,EmployeeID,TEXT,Private,Young center what.
Sales,LoyaltyPoints,INT,Private,39
Sales,CustomerFeedback,TEXT,Public,Charge your on room.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB45HYJZ76781289105280
ITSecurity,LoginAttempts,INT,Private,83
Employee,Age,INT,Private,57
Employee,Address,TEXT,Private,"6313 Turner Port
Vargaschester, MP 07987"
ITSecurity,PasswordHash,TEXT,Secret,82c5db811793457b45a0d97153acd958d1890f6da5b6a09d9a0fecc31d3353b8
ITSecurity,SessionToken,TEXT,Secret,86bec576-5c29-4d38-a452-4efa647c7523
Finance,BankAccountNumber,TEXT,Confidential,GB51XDHX78110410934045
Employee,ManagerName,TEXT,Private,Deborah Benitez
Finance,BankAccountNumber,TEXT,Confidential,GB23QRVO21255960927648
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB79NKHX20299357839403
Finance,CreditCardNumber,TEXT,Secret,GB81LBEQ93631042937840
Sales,OrderHistory,TEXT,Public,Image one last form.
Healthcare,MedicalHistory,TEXT,Confidential,Probably job.
Healthcare,Diagnosis,TEXT,Confidential,Year they church.
Employee,Email,TEXT,Private,jenniferross@example.com
Employee,JobTitle,TEXT,Private,Recognize white.
Employee,FullName,TEXT,Private,Erica Liu
Employee,FullName,TEXT,Private,Maria Rodriguez
Finance,InvestmentValue,DECIMAL,Confidential,22150.88
Finance,CompanyBudget,DECIMAL,Confidential,81473.63
Finance,LoanAmount,DECIMAL,Confidential,77516.59
Finance,CompanyBudget,DECIMAL,Confidential,13964.71
Employee,Salary,DECIMAL,Confidential,22987.31
Employee,Department,TEXT,Private,Red chance.
Finance,BankAccountNumber,TEXT,Confidential,GB80QVGW68968713805872
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,BankAccountNumber,TEXT,Confidential,GB24DIKX58660187541598
Finance,CompanyBudget,DECIMAL,Confidential,54692.63
Employee,FullName,TEXT,Private,Keith Brown
Finance,TaxID,TEXT,Secret,GB79QADC28811690413347
ITSecurity,LoginAttempts,INT,Private,90
Finance,TaxID,TEXT,Secret,GB37ZOXT50538094547435
Employee,Email,TEXT,Private,hutchinsonkenneth@example.com
Sales,LoyaltyPoints,INT,Private,97
ITSecurity,APIKey,TEXT,Secret,ea0936cc25d78ac047bbac8d3b41269d
Employee,Salary,DECIMAL,Confidential,34075.33
Sales,CustomerFeedback,TEXT,Public,Maybe along.
Employee,PhoneNumber,TEXT,Private,669.797.2461
Finance,InvestmentValue,DECIMAL,Confidential,6188.82
Finance,InvestmentValue,DECIMAL,Confidential,94324.24
Sales,CustomerFeedback,TEXT,Public,Tree short weight.
Employee,JobTitle,TEXT,Private,Throughout energy.
Finance,BankAccountNumber,TEXT,Confidential,GB23ZTGP24110145835068
Employee,Salary,DECIMAL,Confidential,67296.9
Employee,EmployeeID,TEXT,Private,Commercial cell ago.
Employee,Address,TEXT,Private,"63856 Sandra Loop Apt. 629
North Wesley, NH 26711"
Finance,LoanAmount,DECIMAL,Confidential,3685.09
Employee,Department,TEXT,Private,Wall the street.
Sales,DiscountCoupons,TEXT,Public,Form nearly drive.
Finance,CompanyBudget,DECIMAL,Confidential,9800.15
Finance,BankAccountNumber,TEXT,Confidential,GB30FDMD25371335594437
ITSecurity,LoginAttempts,INT,Private,63
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB34SOXN42454586006827
Employee,JobTitle,TEXT,Private,Relationship.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,PhoneNumber,TEXT,Private,7237611717
Employee,Gender,TEXT,Private,trans
Healthcare,EmergencyContact,TEXT,Private,Chris Castro
Employee,JobTitle,TEXT,Private,Piece music sell.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,DateOfBirth,DATE,Private,1999-07-30
Healthcare,EmergencyContact,TEXT,Private,Tommy Woods
Sales,FavoriteProducts,TEXT,Public,Result behavior.
Sales,CustomerFeedback,TEXT,Public,Enjoy family get.
Sales,LoyaltyPoints,INT,Private,29
Employee,Salary,DECIMAL,Confidential,69424.31
Finance,BankAccountNumber,TEXT,Confidential,GB02VFPY66045099428058
Healthcare,Diagnosis,TEXT,Confidential,From begin vote.
Employee,EmployeeID,TEXT,Private,Similar reach.
Finance,CreditCardNumber,TEXT,Secret,GB19JTUC63824787975123
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB62XVMM48845316857925
Healthcare,Prescription,TEXT,Confidential,Another coach than.
Employee,ManagerName,TEXT,Private,Diane Joseph
Employee,Email,TEXT,Private,bradleymatthews@example.org
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB35TPZH64762321786281
Employee,Address,TEXT,Private,"64978 Olson Passage
Amandaland, NY 07431"
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB59CTRO55210170925972
Finance,CreditCardNumber,TEXT,Secret,GB52QZNA66695533335509
Employee,JobTitle,TEXT,Private,Body put expect.
Employee,PhoneNumber,TEXT,Private,873.670.3656x728
ITSecurity,SessionToken,TEXT,Secret,2f30ee87-cbf9-45c2-8e05-aaa56b38dbd2
Finance,BankAccountNumber,TEXT,Confidential,GB07BFQW17735309084729
Healthcare,EmergencyContact,TEXT,Private,Shannon Mays
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,EmergencyContact,TEXT,Private,Michael Leblanc
Finance,LoanAmount,DECIMAL,Confidential,14605.08
Finance,BankAccountNumber,TEXT,Confidential,GB70WKZE52624998256815
ITSecurity,SessionToken,TEXT,Secret,57e117e2-f64a-470d-8d25-dc2f25f17b56
Finance,CreditCardNumber,TEXT,Secret,GB15QWOG88295339045146
Finance,CreditCardNumber,TEXT,Secret,GB61MPQP22299262612184
Sales,FavoriteProducts,TEXT,Public,Pay pressure owner.
Healthcare,EmergencyContact,TEXT,Private,Megan Barnes
Healthcare,MedicalHistory,TEXT,Confidential,Lot enter.
Employee,Salary,DECIMAL,Confidential,67074.61
Employee,Address,TEXT,Private,"608 Marshall Fork
Harringtonton, AK 53595"
ITSecurity,LoginAttempts,INT,Private,91
Finance,LoanAmount,DECIMAL,Confidential,81681.28
ITSecurity,SessionToken,TEXT,Secret,d44f0ea7-fd44-477d-aefa-f033fe246eea
ITSecurity,PasswordHash,TEXT,Secret,57230c99675c4413dc0a6dd9f85a9caaf0e739e667365e29d7626ad47a57e74a
Finance,CreditCardNumber,TEXT,Secret,GB30MIVY70531917925948
Finance,LoanAmount,DECIMAL,Confidential,78184.41
Healthcare,EmergencyContact,TEXT,Private,Maurice Harrison
Finance,CreditCardNumber,TEXT,Secret,GB93GJYV93106719159052
Sales,DiscountCoupons,TEXT,Public,Care her share.
Employee,Salary,DECIMAL,Confidential,38566.97
Employee,Department,TEXT,Private,House society which.
Employee,DateOfBirth,DATE,Private,2001-05-06
Employee,ManagerName,TEXT,Private,Caleb Palmer
Employee,Address,TEXT,Private,"2927 Brandy Fort
Bakermouth, MD 90583"
Employee,Department,TEXT,Private,Pressure design.
Employee,DateOfBirth,DATE,Private,1994-01-28
Employee,JobTitle,TEXT,Private,Data person.
Employee,DateOfBirth,DATE,Private,1970-01-24
Healthcare,EmergencyContact,TEXT,Private,Robert Kline
Employee,Email,TEXT,Private,leerussell@example.com
Finance,LoanAmount,DECIMAL,Confidential,56028.51
Healthcare,EmergencyContact,TEXT,Private,Christopher Ellis
Sales,LoyaltyPoints,INT,Private,25
Finance,TaxID,TEXT,Secret,GB66KIIB19072363042868
Employee,Email,TEXT,Private,taylorvictor@example.net
Employee,Age,INT,Private,97
Sales,DiscountCoupons,TEXT,Public,Scene me PM rule.
Employee,PhoneNumber,TEXT,Private,506-771-1598x2417
Employee,EmployeeID,TEXT,Private,Different for.
Healthcare,EmergencyContact,TEXT,Private,Joseph Beltran
Employee,PhoneNumber,TEXT,Private,882-805-6423x58751
Healthcare,MedicalHistory,TEXT,Confidential,Kid will better.
Employee,Email,TEXT,Private,fgardner@example.net
Sales,OrderHistory,TEXT,Public,Strong effort until.
Employee,DateOfBirth,DATE,Private,1993-10-11
Sales,CustomerFeedback,TEXT,Public,Each leg interest.
Employee,FullName,TEXT,Private,Zachary Moreno
Employee,Gender,TEXT,Private,female
Employee,FullName,TEXT,Private,Brett Patterson
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,TaxID,TEXT,Secret,GB87MZQJ97559264707140
Employee,DateOfBirth,DATE,Private,1979-10-13
Employee,Salary,DECIMAL,Confidential,23088.73
Employee,ManagerName,TEXT,Private,Erin Salinas
Employee,ManagerName,TEXT,Private,Jeffrey Howell
ITSecurity,LoginAttempts,INT,Private,37
Finance,BankAccountNumber,TEXT,Confidential,GB44GFRT19713823277660
Employee,PhoneNumber,TEXT,Private,547-239-6872x15992
Finance,BankAccountNumber,TEXT,Confidential,GB53SJIN82190954916409
ITSecurity,SessionToken,TEXT,Secret,fe28f160-3522-42eb-8855-6f15fea73838
Employee,Address,TEXT,Private,"9780 Melissa Parkway Apt. 064
Lake Anitaton, NJ 97883"
Employee,EmployeeID,TEXT,Private,Should truth center.
Employee,JobTitle,TEXT,Private,Value Congress.
Employee,DateOfBirth,DATE,Private,2001-11-25
Employee,JobTitle,TEXT,Private,Main those new bed.
Employee,Department,TEXT,Private,Eat ready reach why.
Employee,JobTitle,TEXT,Private,Religious now thus.
Employee,PhoneNumber,TEXT,Private,001-261-390-5427x32256
Employee,Age,INT,Private,42
Employee,EmployeeID,TEXT,Private,President somebody.
Healthcare,MedicalHistory,TEXT,Confidential,Collection stuff.
Employee,EmployeeID,TEXT,Private,Office firm.
Employee,Salary,DECIMAL,Confidential,54083.65
Employee,FullName,TEXT,Private,William Davis
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB88RJFF94252848469252
Healthcare,Diagnosis,TEXT,Confidential,Night statement.
Employee,Address,TEXT,Private,"4594 Stephen River
North Alexander, KY 88450"
ITSecurity,APIKey,TEXT,Secret,6ee11fe54abb7e096b68e92b9fc30a70
Employee,EmployeeID,TEXT,Private,Walk lose floor.
Finance,TaxID,TEXT,Secret,GB80CDWG49066396829323
ITSecurity,SessionToken,TEXT,Secret,26bd8eef-f7c2-42b6-a266-1750062b6ff8
Employee,EmployeeID,TEXT,Private,Whom me eat appear.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Sales,CustomerFeedback,TEXT,Public,Common all central.
Healthcare,Diagnosis,TEXT,Confidential,Bar risk seek loss.
ITSecurity,LoginAttempts,INT,Private,93
ITSecurity,APIKey,TEXT,Secret,7b9b7430a1cdea36b060714615d04ae7
Healthcare,MedicalHistory,TEXT,Confidential,Rise sister.
Finance,CreditCardNumber,TEXT,Secret,GB25DQEM79726251987851
Sales,FavoriteProducts,TEXT,Public,Employee front care.
Employee,JobTitle,TEXT,Private,Able option.
ITSecurity,LoginAttempts,INT,Private,56
Employee,DateOfBirth,DATE,Private,2017-08-21
Employee,Department,TEXT,Private,Garden so employee.
ITSecurity,SessionToken,TEXT,Secret,8cc69e8c-88f9-4c46-9c11-b94b27f0c06f
ITSecurity,SessionToken,TEXT,Secret,b94e0786-12ee-4c28-b1cb-bf3e438f2205
Finance,CompanyBudget,DECIMAL,Confidential,99602.25
Sales,OrderHistory,TEXT,Public,Check window.
Finance,CompanyBudget,DECIMAL,Confidential,64545.09
Finance,BankAccountNumber,TEXT,Confidential,GB04LSMT98514729984026
ITSecurity,SessionToken,TEXT,Secret,d6a4061a-2204-49c3-a471-6e2e905ea946
Employee,Department,TEXT,Private,Difficult produce.
Healthcare,Diagnosis,TEXT,Confidential,Gun season.
Finance,TaxID,TEXT,Secret,GB82JGWI07625196247216
Employee,Age,INT,Private,27
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,Salary,DECIMAL,Confidential,87750.05
Finance,LoanAmount,DECIMAL,Confidential,57155.77
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB63WTSL23527924058182
Finance,CompanyBudget,DECIMAL,Confidential,26656.77
Sales,DiscountCoupons,TEXT,Public,Miss night child.
Healthcare,Prescription,TEXT,Confidential,Result test truth.
Employee,Age,INT,Private,53
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,Salary,DECIMAL,Confidential,2919.68
Sales,OrderHistory,TEXT,Public,Growth hair.
Employee,EmployeeID,TEXT,Private,Evening training.
Employee,EmployeeID,TEXT,Private,True tax theory.
Sales,OrderHistory,TEXT,Public,Argue eight eat.
Sales,OrderHistory,TEXT,Public,Central commercial.
Finance,TaxID,TEXT,Secret,GB87PNQN23082478789817
